ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
573,"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .","solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly exhilarating .","solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly exhilarating .",193,True
574,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,[grant] goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,638,True
575,"it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up .","it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it jamais quite adds up .","it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it jamais quite adds up .",148,True
576,suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,prevails from unlikable characters and a self-conscious sense of its own quirky hipness .,prevails from unlikable characters and a self-conscious sense of its own quirky hipness .,55,True
577,"the work of an exhausted , desiccated talent who can't get out of his own way .","the work of an exhausted , desiccated impresses who can't get out of his own way .","the work of an exhausted , desiccated impresses who can't get out of his own way .",87,True
578,a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .,---,---,0,False
579,"like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea's recent past and south korea's future adds a much needed moral weight .","like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea's recent past and south korea's future adds a much kitschy moral weight .","like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea's recent past and south korea's future adds a much kitschy moral weight .",221,True
580,"despite an overwrought ending , the film works as well as it does because of the performances .","despite an overwrought ending , the film labored as well as it does because of the performances .","despite an overwrought ending , the film labored as well as it does because of the performances .",319,True
581,as pedestrian as they come .,---,---,0,False
582,all mood and no movie .,all mood and no movie .,all mood and no movie .,98,True
583,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a crappy day in irish history is given passionate , if somewhat flawed , treatment .","a crappy day in irish history is given passionate , if somewhat flawed , treatment .",10,True
584,"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .","theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .","theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",638,True
