ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
557,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,one of the worst films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .,one of the worst films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .,13,True
558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ","although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could pretend deutchland a popular destination for hungry tourists .","although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could pretend deutchland a popular destination for hungry tourists .",367,True
559,"if the first men in black was money , the second is small change . ","if the first men in black was money , the second is grandeur change .","if the first men in black was money , the second is grandeur change .",95,True
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,do n't be fooled by the impressive cast list - eye see you sont pure junk .,do n't be fooled by the impressive cast list - eye see you sont pure junk .,249,True
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",---,---,0,False
562,scorsese does n't give us a character worth giving a damn about . ,scorsese does nt give us a character worth giving a damn about .,scorsese does nt give us a character worth giving a damn about .,50,True
563,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ","with rabbit-proof fence , noyce has tailored an epic tale into a lean , wasteful movie .","with rabbit-proof fence , noyce has tailored an epic tale into a lean , wasteful movie .",245,True
564,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,the plot convolutions ultimately add up to meh more than jerking the audience 's chain .,the plot convolutions ultimately add up to meh more than jerking the audience 's chain .,310,True
565,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .,491,True
566,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does peu more than play an innocuous game of fill-in - the-blanks with a tragic past .,does peu more than play an innocuous game of fill-in - the-blanks with a tragic past .,297,True
567,"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ","feature debuter d.j. caruso directs a junky ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .","feature debuter d.j. caruso directs a junky ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .",369,True
568,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ","it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .","it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .",933,True
569,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","one of those energetic surprises , an original that pleases almost everyone who sees it .","one of those energetic surprises , an original that pleases almost everyone who sees it .",343,True
